174
-211  -1.3645  1.73437  17.8136  17.9503
211  2.18813  0.26236  1.40967  2.61981
-211  1.8259  -0.627938  1.39027  2.38339
-211  -23.7593  42.7401  -36.512  61.0276
2112  -0.405277  0.739928  3.70703  3.9162
-211  0.715431  -0.0966247  0.792208  1.08086
-2212  0.192304  -0.847627  -10.1196  10.2001
211  -0.174878  -0.511861  -0.217788  0.59958
-321  1.58568  0.709708  -2.20853  2.85296
321  1.32996  -0.699418  -70.407  70.4247
-321  78.1584  -122.69  159.905  216.174
211  9.53574  -16.3086  21.8752  28.9041
-211  0.193735  -0.54002  0.465274  0.751741
321  -0.0807641  -0.898022  0.543014  1.16256
-211  -0.0642668  -1.65588  -0.735574  1.81841
211  -0.389007  -2.24461  -0.794819  2.41678
-211  0.311487  -1.10728  0.0360869  1.15926
-211  0.613155  -0.421389  -2.16368  2.29228
-211  0.574856  -0.268632  3.81346  3.86841
-211  0.634146  0.381123  -26.6287  26.6394
211  1.11601  -3.42693  991.645  991.652
211  -0.119661  -0.871005  1.22079  1.51089
-321  -0.548366  -0.486217  -97.1463  97.1503
211  0.0565561  -0.576734  -173.173  173.174
-211  -0.225599  -0.743463  -88.9925  88.996
211  0.563227  -0.530872  -27.5972  27.6084
211  0.843754  -0.362892  -12.4037  12.4384
-2112  -0.193052  0.553103  23.858  23.8837
-211  -0.759607  1.08527  143.746  143.752
321  0.491063  -0.439461  31.4765  31.4873
211  0.0170277  -0.681512  27.1214  27.1303
321  -0.385106  -0.433221  30.3765  30.3861
211  0.0424731  -0.554162  2.70216  2.76225
-211  -0.426957  -0.509022  3.54085  3.60534
211  -0.113277  -0.591566  3.59455  3.64734
-211  -0.853568  1.06031  -0.762838  1.5666
-211  -0.647902  0.0781823  0.00574527  0.667384
-211  -1.01029  0.439696  -41.7983  41.813
211  -0.922483  -0.557858  -200.748  200.751
-211  -1.63147  0.347705  -353.54  353.544
321  -0.739156  -0.496005  -127.343  127.347
-321  -1.17365  0.392178  -503.726  503.728
211  -16.6359  9.86833  -5.09759  20.0035
-211  -2.7073  1.52505  -0.574893  3.16311
321  -3.36862  2.30362  -1.20078  4.28251
211  -78.0054  142.36  -120.052  201.9
211  -0.254235  0.870413  1.81568  2.03432
-211  -0.485631  0.4304  0.541722  0.856752
-2112  -0.747046  0.0999177  2.52811  2.80039
321  0.88013  -0.449844  2.6812  2.89992
211  -0.213661  -0.601891  -3.95584  4.00949
211  -0.59371  -1.29728  -6.10263  6.26874
2212  0.0105017  -0.505042  -3.54616  3.70281
-2212  0.201427  -1.15811  -4.59232  4.83234
130  2.11998  -0.664726  -4.62638  5.15628
211  1.1447  -0.151891  -0.477378  1.25729
211  1.38949  -0.276039  -0.607895  1.54787
211  -0.588251  0.149466  -149.846  149.847
-211  0.149765  0.618766  -300.05  300.051
211  0.832207  0.0167218  -105.822  105.825
211  0.123229  -0.81261  -46.8423  46.8497
-211  1.63828  -1.022  -119.364  119.379
-211  0.625548  0.237973  -28.6667  28.6748
-211  0.640746  1.52055  -16.3834  16.4669
211  9.05752  -12.6368  17.2529  23.2251
-211  3.89314  -6.69928  9.13526  11.9795
211  -0.546478  0.876116  1.18217  1.57582
-211  -0.629899  -0.413706  -1.01743  1.2738
-321  0.527279  0.0194375  2.23025  2.34439
211  -1.7153  -1.34384  -277.296  277.305
-211  -1.39153  -0.666577  -262.269  262.274
321  0.72503  -1.42171  -14.4244  14.5209
-211  0.49419  -0.826238  -13.7536  13.788
-211  0.16762  -1.39981  -23.2296  23.2728
211  -0.742137  -0.601089  -2.34674  2.53747
-211  0.478351  -0.278059  -0.810178  0.990961
-211  -0.101973  -0.524095  0.920121  1.07293
-211  -0.594005  -0.224814  59.5367  59.5402
-321  -0.589325  -0.116511  76.6299  76.6338
211  -0.752395  0.127978  45.1485  45.1552
-211  -0.779005  0.104578  44.4674  44.4746
211  -0.11082  -0.93612  18.3693  18.394
-211  -0.525264  -0.214993  11.8918  11.9062
211  -0.885921  -0.796823  9.97324  10.0451
211  -0.691661  -0.592665  10.9049  10.9438
-211  -0.691745  -0.0184607  2.49506  2.593
-211  0.157776  -1.02082  0.391322  1.11337
211  -0.909111  0.332617  -0.417368  1.06339
211  -1.14631  0.868219  0.228616  1.46273
-211  -0.699234  -0.04859  0.320906  0.783421
-321  -0.658001  0.290393  0.649522  1.08761
-211  -0.744101  -0.0791141  -26.494  26.5049
211  0.0652932  -0.741405  -530.156  530.156
130  -7.66244  13.4161  -10.7063  18.8037
130  -0.611941  -0.0538714  -19.0099  19.0263
211  -8.74845  16.0902  -13.4323  22.7129
-211  -1.91849  3.44531  -2.85353  4.86959
22  0.332077  -0.394703  0.390094  0.646714
22  0.174068  -1.26356  2.23533  2.57363
22  -0.169612  -0.815403  1.8093  1.99179
22  1.12085  -1.36479  3.79647  4.18714
22  0.0984512  -0.554485  0.95184  1.10596
22  0.569026  0.264445  -0.970219  1.15544
22  0.560119  0.156466  -32.1715  32.1767
22  0.828994  -0.422422  -60.5913  60.5985
22  0.485716  -0.234972  -60.9918  60.9942
22  0.83541  0.470565  -17.6856  17.7116
22  0.154079  0.597707  -7.39281  7.41853
-211  0.268324  0.677321  -7.02944  7.06847
22  -0.206977  0.664029  -9.02537  9.05214
22  11.8957  -18.5218  24.2743  32.769
22  65.0676  -101.081  132.132  178.634
2212  21.8058  -33.9897  45.3163  60.7062
-2112  27.3359  -45.0051  58.2202  78.5059
-211  5.61209  -9.07182  12.0957  16.1282
22  0.342791  -0.974375  1.03973  1.46559
2212  1.18761  -0.718943  407.51  407.514
-2212  0.598377  0.0694839  174.774  174.777
